stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
860458,,"St Anthony's School - Hail and Ride Location",, -23.341454, 150.526047,,,0,
860461,,"Park Avenue (Maloney St) - Hail and Ride Location",, -23.338436, 150.503799,,,0,
860462,,"Park Avenue (Maloney St) - Hail and Ride Location",, -23.338274, 150.503708,,,0,
860468,,"Denham St/Bolsover St",, -23.379051, 150.512024,,,0,
860478,,"Western St / Wambool St",, -23.378281, 150.485184,,,0,
860479,,"New Exhibition Rd",, -23.368383, 150.498291,,,0,
860480,,"Wood St / Bolsover St",, -23.392347, 150.519012,,,0,
860481,,"Moores Creek (Musgrave St)",, -23.355480, 150.523651,,,0,
860482,,"Moores Creek (Musgrave St)",, -23.355629, 150.524048,,,0,
860483,,"Glenmore Schools (Farm St) - Primary Campus",, -23.337475, 150.514404,,,0,
860484,,"Yaamba Rd / Yewdale Dr",, -23.337307, 150.519363,,,0,
860489,,"Thozet / Bloxsom (Mt Archer State School)",, -23.358248, 150.545593,,,0,
860490,,"Thozet / Wigginton (Mt Archer State School)",, -23.358099, 150.545319,,,0,
860491,,"Dean St / Robinson St",, -23.350594, 150.536728,,,0,
860493,,"Norman Rd / Richardson Rd",, -23.332394, 150.533234,,,0,
860496,,"CQUni - Health Clinic",, -23.324955, 150.521225,,,0,
860497,,"CQUni - Health Clinic",, -23.325054, 150.521301,,,0,

